@relation FinalData4

@attribute ProjectID string
@attribute FAULT {true,false}
@attribute BackEnd numeric
@attribute FrontEnd numeric
@attribute LowEffort numeric
@attribute MediumEffort numeric
@attribute HighEffort numeric
@attribute France numeric
@attribute Italy numeric
@attribute Spain numeric
@attribute Portugal numeric
@attribute Ads numeric
@attribute DDBB numeric
@attribute ExternalPayment numeric
@attribute InternalPayment numeric
@attribute C1 numeric
@attribute C2 numeric
@attribute C3 numeric
@attribute C4 numeric
@attribute C5 numeric
@attribute C6 numeric
@attribute C7 numeric
@attribute Mac numeric
@attribute Windows numeric 

@data
ID12244,false,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
ID12245,true,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
ID12246,true,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
ID12247,false,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
ID12248,false,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
ID12249,false,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
ID12250,false,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
ID12251,true,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
ID12252,true,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
ID12253,true,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
ID12254,true,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
ID12255,false,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
ID12256,true,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
ID12257,false,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ID12258,false,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
ID12259,true,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ID12260,true,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
ID12261,false,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
ID12262,false,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
ID12263,false,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
ID12264,false,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
ID12265,false,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ID12266,true,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
ID12267,false,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID12268,false,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID12269,false,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ID12270,false,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
ID12271,false,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
ID12272,false,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
ID12273,false,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
ID12274,true,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
ID12275,true,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
ID12276,true,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
ID12277,false,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
ID12278,true,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
ID12279,true,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
ID12280,true,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
ID12281,true,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ID12282,true,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
ID12283,false,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
ID12284,false,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
ID12285,false,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
ID12286,true,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
ID12287,true,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
ID12288,true,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ID12289,false,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
ID12290,false,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ID12291,true,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
ID12292,false,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
ID12293,true,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
ID12294,true,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
ID12295,true,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
ID12296,true,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ID12297,true,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
ID12298,true,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
ID12299,false,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
ID12300,true,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ID12301,true,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
ID12302,false,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
ID12303,false,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
ID12304,false,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
ID12305,true,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ID12306,true,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
ID12307,true,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
ID12308,false,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
ID12309,false,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
ID12310,true,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ID12311,true,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ID12312,true,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ID12313,true,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
ID12314,true,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
ID12315,false,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
ID12316,false,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
ID12317,false,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
ID12318,false,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
ID12319,true,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
ID12320,false,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ID12321,false,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
ID12322,true,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
ID12323,true,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
ID12324,false,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
ID12325,true,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
ID12326,true,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
ID12327,true,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
ID12328,true,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ID12329,true,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
ID12330,true,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
ID12331,true,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
ID12332,false,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
ID12333,true,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
ID12334,false,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
ID12335,false,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
ID12336,true,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ID12337,true,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
ID12338,false,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
ID12339,false,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
ID12340,false,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
ID12341,false,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
ID12342,true,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
ID12343,true,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ID12344,false,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ID12345,false,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
ID12346,false,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
ID12347,false,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
ID12348,false,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
ID12349,false,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
ID12350,false,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
ID12351,false,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
ID12352,true,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID12353,false,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
ID12354,true,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
ID12355,false,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
ID12356,true,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ID12357,false,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
ID12358,false,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
ID12359,false,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
ID12360,false,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
ID12361,false,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
ID12362,true,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
